ID,evalid,plt_cn,lat,lon,fia_landuse,fia_lu_abbr,spcd,common_name,scientific_name,count_sapling,count_tree,biomass_sapling,biomass_tree,carbon_sapling,carbon_tree,basalarea_sapling_sqft,basalarea_tree_sqft,basalarea_sapling_sfpa,basalarea_tree_sfpa
1,Austin2017Curr,2.51083E+14,30.294066,-97.909314,1,Forest,61,Ashe juniper,Juniperus ashei ,4,29,58.69212756,2870.638764,29.34606378,1435.319382,0.15903864,15.21049698,11.92237657,91.53747485
2,Austin2017Curr,2.51083E+14,30.294066,-97.909314,1,Forest,838,live oak,Quercus virginiana ,0,2,0,1812.796656,0,906.3983281,0,2.1251511,0,12.78925768
3,Austin2017Curr,2.51083E+14,30.207024,-97.870694,300,Developed,681,white mulberry,Morus alba ,0,3,0,241.0559448,0,120.5279724,0,0.52036614,0,3.131587516
4,Austin2017Curr,2.51083E+14,30.377155,-97.64189,300,Developed,461,sugarberry,Celtis laevigata ,0,4,0,981.3136818,0,490.6568409,0,2.60090352,0,15.65235777
5,Austin2017Curr,2.51083E+14,30.377155,-97.64189,300,Developed,756,honey mesquite ,Prosopis glandulosa ,0,1,0,152.5030621,0,76.25153104,0,0.34038414,0,2.048447509
6,Austin2017Curr,2.51083E+14,30.386504,-97.696075,300,Developed,68,eastern redcedar,Juniperus virginiana ,0,2,0,1000.961529,0,500.4807647,0,1.70175708,0,10.24125287
7,Austin2017Curr,2.51083E+14,30.386504,-97.696075,300,Developed,7575,Chinese privet,Ligustrum sinense ,0,3,0,305.4434646,0,152.7217323,0,1.11627018,0,6.717765611
9,Austin2017Curr,2.51083E+14,30.309006,-97.714306,300,Developed,404,pecan,Carya illinoinensis ,0,1,0,2625.189707,0,1312.594854,0,3.65859774,0,22.01761054
11,Austin2017Curr,2.51083E+14,30.211186,-97.624509,1,Forest,313,boxelder,Acer negundo ,1,20,11.40941117,7046.296768,5.704705583,3523.148384,0.021816,11.84085216,1.82731017,107.9678733
12,Austin2017Curr,2.51083E+14,30.211186,-97.624509,1,Forest,544,green ash,Fraxinus pennsylvanica ,0,12,0,4659.461396,0,2329.730698,0,5.62890978,0,51.32581757
13,Austin2017Curr,2.51083E+14,30.211186,-97.624509,1,Forest,602,black walnut,Juglans nigra ,0,1,0,155.7845105,0,77.89225525,0,0.2304315,0,2.101132474
14,Austin2017Curr,2.51083E+14,30.211186,-97.624509,1,Forest,682,red mulberry,Morus rubra ,0,1,0,331.8122714,0,165.9061357,0,0.4922235,0,4.488217888
16,Austin2017Curr,2.51083E+14,30.43573,-97.717363,300,Developed,760,cherry and plum spp.,Prunus spp. ,0,1,0,86.17486266,0,43.08743133,0,0.25219296,0,1.517708906
17,Austin2017Curr,2.51083E+14,30.43573,-97.717363,300,Developed,838,live oak,Quercus virginiana ,0,13,0,38412.29796,0,19206.14898,0,47.67935886,0,286.9365885
18,Austin2017Curr,2.51083E+14,30.43573,-97.717363,300,Developed,973,cedar elm,Ulmus crassifolia ,0,2,0,6224.024873,0,3112.012436,0,7.34348376,0,44.19342517
19,Austin2017Curr,2.51083E+14,30.351815,-97.729351,300,Developed,5491,Berlandier ash,Fraxinus berlandieriana ,2,0,13.64122761,0,6.820613807,0,0.0373599,0,2.800695456,0
20,Austin2017Curr,2.51083E+14,30.351815,-97.729351,300,Developed,8513,Buckley oak,Quercus buckleyi ,0,3,0,241.2919761,0,120.6459881,0,0.59344974,0,3.571408004
21,Austin2017Curr,2.51083E+14,30.231916,-97.78377,300,Developed,7151,edible fig,Ficus carica ,0,5,0,327.4095558,0,163.7047779,0,1.09156356,0,6.569080028
22,Austin2017Curr,2.51083E+14,30.231916,-97.78377,300,Developed,7532,crapemyrtle,Lagerstroemia indica ,0,1,0,83.91191263,0,41.95595631,0,0.3940515,0,2.371420166
23,Austin2017Curr,2.51083E+14,30.231916,-97.78377,300,Developed,838,live oak,Quercus virginiana ,0,6,0,9060.645646,0,4530.322823,0,11.8556325,0,71.34774513
24,Austin2017Curr,2.51083E+14,30.231916,-97.78377,300,Developed,973,cedar elm,Ulmus crassifolia ,0,1,0,1330.010665,0,665.0053326,0,1.90720926,0,11.4776736
27,Austin2017Curr,2.51083E+14,30.444605,-97.76463,300,Developed,838,live oak,Quercus virginiana ,0,5,0,2693.495296,0,1346.747648,0,3.88592046,0,23.38564919
28,Austin2017Curr,2.51083E+14,30.444605,-97.76463,300,Developed,973,cedar elm,Ulmus crassifolia ,0,3,0,1635.672095,0,817.8360476,0,2.09891736,0,12.63138182
29,Austin2017Curr,2.51083E+14,30.343005,-97.679875,300,Developed,838,live oak,Quercus virginiana ,0,3,0,1073.101804,0,536.5509021,0,1.9048095,0,11.46323174
31,Austin2017Curr,2.51083E+14,30.411849,-97.85587,1,Forest,61,Ashe juniper,Juniperus ashei ,5,21,108.8411003,2448.647651,54.42055016,1224.323825,0.28246266,8.6006853,21.17489309,51.75932222
32,Austin2017Curr,2.51083E+14,30.411849,-97.85587,1,Forest,8513,Buckley oak,Quercus buckleyi ,0,3,0,249.1934146,0,124.5967073,0,0.477225,0,2.871962139
33,Austin2017Curr,2.51083E+14,30.411849,-97.85587,1,Forest,838,live oak,Quercus virginiana ,4,7,108.5922098,1220.180861,54.29610488,610.0904305,0.18423612,1.71686466,13.81131277,10.33217099
34,Austin2017Curr,2.51083E+14,30.339833,-97.925261,1,Forest,61,Ashe juniper,Juniperus ashei ,4,39,79.81192705,6558.006415,39.90596353,3279.003208,0.20714292,23.03622342,15.52852751,138.6330588
35,Austin2017Curr,2.51083E+14,30.339833,-97.925261,1,Forest,838,live oak,Quercus virginiana ,0,2,0,782.7215318,0,391.3607659,0,1.3365027,0,8.04313511
36,Austin2017Curr,2.51083E+14,30.29025,-97.608423,1,Forest,462,hackberry,Celtis occidentalis ,0,2,0,517.5728911,0,258.7864456,0,0.918999,0,10.8442716
37,Austin2017Curr,2.51083E+14,30.29025,-97.608423,1,Forest,994,Chinese tallowtree,Triadica sebifera ,0,1,0,165.4989753,0,82.74948766,0,0.34038414,0,4.016563744
39,Austin2017Curr,2.51083E+14,30.250229,-97.889199,1,Forest,61,Ashe juniper,Juniperus ashei ,1,22,15.20093549,1895.621772,7.600467743,947.8108861,0.03686904,10.50134976,2.763897997,63.19760892
41,Austin2017Curr,2.51083E+14,30.368593,-97.842255,1,Forest,61,Ashe juniper,Juniperus ashei ,1,20,46.11259741,7109.539489,23.05629871,3554.769744,0.13095054,14.29237062,9.816744218,86.01214792
42,Austin2017Curr,2.51083E+14,30.368593,-97.842255,1,Forest,8513,Buckley oak,Quercus buckleyi ,0,20,0,4283.94022,0,2141.97011,0,5.9042277,0,35.53191558
43,Austin2017Curr,2.51083E+14,30.246131,-97.791339,1,Forest,61,Ashe juniper,Juniperus ashei ,3,55,44.96015193,7015.052877,22.48007596,3507.526438,0.11049804,28.37350782,8.283516779,170.7530833
45,Austin2017Curr,2.51083E+14,30.180723,-97.921615,300,Developed,838,live oak,Quercus virginiana ,0,4,0,4829.02152,0,2414.51076,0,7.31757726,0,44.03751865
46,Austin2017Curr,2.51083E+14,30.180723,-97.921615,300,Developed,973,cedar elm,Ulmus crassifolia ,0,3,0,1428.76556,0,714.3827798,0,2.1862359,0,13.15686884
49,Austin2017Curr,2.51083E+14,30.31164,-97.673352,300,Developed,973,cedar elm,Ulmus crassifolia ,0,13,0,14357.66384,0,7178.831922,0,13.82741712,0,83.21403624
50,Austin2017Curr,2.51083E+14,30.337726,-97.830434,1,Forest,61,Ashe juniper,Juniperus ashei ,0,34,0,4601.781531,0,2300.890766,0,13.72804524,0,82.61601167
51,Austin2017Curr,2.51083E+14,30.337726,-97.830434,1,Forest,838,live oak,Quercus virginiana ,0,11,0,3871.915264,0,1935.957632,0,5.83921602,0,35.14067228
52,Austin2017Curr,2.51083E+14,30.358851,-97.688176,300,Developed,7575,Chinese privet,Ligustrum sinense ,0,6,0,425.9016909,0,212.9508454,0,3.00728106,0,18.09795661
53,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,404,pecan,Carya illinoinensis ,0,1,0,1099.782579,0,549.8912897,0,1.43134776,0,8.613917071
54,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,7532,crapemyrtle,Lagerstroemia indica ,0,3,0,134.5657526,0,67.28287631,0,0.7848306,0,4.723146877
55,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,7577,Japanese privet,Ligustrum japonicum ,0,1,0,128.3741931,0,64.18709654,0,0.53454654,0,3.21692582
56,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,827,water oak,Quercus nigra ,0,1,0,782.7295317,0,391.3647658,0,1.08430974,0,6.525426203
57,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,834,Shumard oak,Quercus shumardii ,0,3,0,2328.559852,0,1164.279926,0,2.39386968,0,14.40641854
58,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,838,live oak,Quercus virginiana ,0,3,0,2835.593031,0,1417.796516,0,2.582469,0,15.54141797
59,Austin2017Curr,2.51083E+14,30.241996,-97.744007,300,Developed,8648,mescal bean,Sophora secundiflora ,3,0,11.494902,0,5.747450998,0,0.03566916,0,2.673948654,0
60,Austin2017Curr,2.51083E+14,30.196867,-97.720904,1,Forest,756,honey mesquite ,Prosopis glandulosa ,0,6,0,3178.159493,0,1589.079747,0,4.9996818,0,30.70236376
61,Austin2017Curr,2.51083E+14,30.196867,-97.720904,1,Forest,381,"chittamwood, gum bumelia",Sideroxylon lanuginosum ,0,1,0,84.19936918,0,42.09968459,0,0.17720046,0,1.088163847
62,Austin2017Curr,2.51083E+14,30.196867,-97.720904,1,Forest,973,cedar elm,Ulmus crassifolia ,13,29,211.7600545,5814.095119,105.8800273,2907.047559,0.47138922,8.6170473,35.33782602,52.91611173
64,Austin2017Curr,2.51083E+14,30.141758,-97.901189,1,Forest,522,Texas persimmon,Diospyros texana ,3,0,9.110991078,0,4.555495539,0,0.02977884,0,2.232379152,0
65,Austin2017Curr,2.51083E+14,30.141758,-97.901189,1,Forest,61,Ashe juniper,Juniperus ashei ,0,1,0,20.523616,0,10.261808,0,0.17103744,0,1.029311231
66,Austin2017Curr,2.51083E+14,30.141758,-97.901189,1,Forest,838,live oak,Quercus virginiana ,0,22,0,5337.951783,0,2668.975892,0,9.14194026,0,55.01661963
67,Austin2017Curr,2.51083E+14,30.141758,-97.901189,1,Forest,973,cedar elm,Ulmus crassifolia ,0,1,0,301.442155,0,150.7210775,0,0.51316686,0,3.088261916
68,Austin2017Curr,2.51083E+14,30.287831,-97.763191,300,Developed,404,pecan,Carya illinoinensis ,0,3,0,4812.706447,0,2406.353223,0,4.14493092,0,24.94438613
69,Austin2017Curr,2.51083E+14,30.287831,-97.763191,300,Developed,461,sugarberry,Celtis laevigata ,0,2,0,1151.659312,0,575.829656,0,1.7087382,0,10.28326558
70,Austin2017Curr,2.51083E+14,30.287831,-97.763191,300,Developed,7532,crapemyrtle,Lagerstroemia indica ,0,1,0,480.1812152,0,240.0906076,0,1.21084254,0,7.28690645
71,Austin2017Curr,2.51083E+14,30.211213,-97.834105,300,Developed,61,Ashe juniper,Juniperus ashei ,0,1,0,48.83096018,0,24.41548009,0,0.27493614,0,1.654578416
74,Austin2017Curr,2.51083E+14,30.159883,-97.756332,1,Forest,461,sugarberry,Celtis laevigata ,2,4,52.23194937,357.1853092,26.11597469,178.5926546,0.11267964,0.7232004,8.447061039,4.352253481
75,Austin2017Curr,2.51083E+14,30.159883,-97.756332,1,Forest,756,honey mesquite ,Prosopis glandulosa ,1,40,39.94944639,5684.223192,19.97472319,2842.111596,0.10084446,12.2625009,7.559833428,73.79629799
76,Austin2017Curr,2.51083E+14,30.159883,-97.756332,1,Forest,973,cedar elm,Ulmus crassifolia ,3,0,50.63127012,0,25.31563506,0,0.1197153,0,8.974491278,0
78,Austin2017Curr,2.51083E+14,30.384118,-97.851225,300,Developed,7532,crapemyrtle,Lagerstroemia indica ,0,2,0,394.8851055,0,197.4425527,0,1.7087382,0,10.28326558
79,Austin2017Curr,2.51083E+14,30.403894,-97.71083,300,Developed,61,Ashe juniper,Juniperus ashei ,0,6,0,1682.294879,0,841.1474397,0,4.42733904,0,26.64393127
80,Austin2017Curr,2.51083E+14,30.403894,-97.71083,300,Developed,838,live oak,Quercus virginiana ,0,1,0,100.2227544,0,50.11137719,0,0.17103744,0,1.029311231
82,Austin2017Curr,2.51083E+14,30.371962,-97.798853,1,Forest,61,Ashe juniper,Juniperus ashei ,0,53,0,8859.428803,0,4429.714402,0,28.62324648,0,172.2560222
83,Austin2017Curr,2.51083E+14,30.371962,-97.798853,1,Forest,838,live oak,Quercus virginiana ,0,1,0,161.9191859,0,80.95959295,0,0.22339584,0,1.344406505
89,Austin2017Curr,2.51083E+14,30.180511,-97.84791,300,Developed,61,Ashe juniper,Juniperus ashei ,0,2,0,751.6714972,0,375.8357486,0,2.00821734,0,12.0855449
90,Austin2017Curr,2.51083E+14,30.180511,-97.84791,300,Developed,973,cedar elm,Ulmus crassifolia ,0,6,0,942.5366003,0,471.2683002,0,1.87137648,0,11.26203027
91,Austin2017Curr,2.51083E+14,30.330036,-97.755814,300,Developed,404,pecan,Carya illinoinensis ,0,1,0,431.0103331,0,215.5051665,0,0.63615456,0,3.828407587
92,Austin2017Curr,2.51083E+14,30.330036,-97.755814,300,Developed,461,sugarberry,Celtis laevigata ,0,4,0,1030.664985,0,515.3324925,0,1.62987336,0,9.80865332
93,Austin2017Curr,2.51083E+14,30.330036,-97.755814,300,Developed,7532,crapemyrtle,Lagerstroemia indica ,0,1,0,294.0075974,0,147.0037987,0,1.08430974,0,6.525426203
94,Austin2017Curr,2.51083E+14,30.330036,-97.755814,300,Developed,7575,Chinese privet,Ligustrum sinense ,0,4,0,1475.091312,0,737.545656,0,3.33124866,0,20.04760862
96,Austin2017Curr,2.51083E+14,30.411993,-97.740443,300,Developed,547,velvet ash,Fraxinus velutina ,0,2,0,330.1352512,0,165.0676256,0,0.6842043,0,4.117573146
97,Austin2017Curr,2.51083E+14,30.411993,-97.740443,300,Developed,973,cedar elm,Ulmus crassifolia ,0,2,0,1517.075576,0,758.5377879,0,2.293407,0,13.80182948
98,Austin2017Curr,2.51083E+14,30.421385,-97.793924,1,Forest,61,Ashe juniper,Juniperus ashei ,1,11,20.75122852,1056.658919,10.37561426,528.3294593,0.05241294,4.766796,11.90651773,65.19727037
99,Austin2017Curr,2.51083E+14,30.421385,-97.793924,1,Forest,838,live oak,Quercus virginiana ,0,1,0,141.0166208,0,70.50831042,0,0.20294334,0,2.775732758
102,Austin2017Curr,2.51083E+14,30.187968,-97.898012,300,Developed,7469,yaupon,Ilex vomitoria ,3,0,7.279256243,0,3.639628122,0,0.02514294,0,1.884847599,0
103,Austin2017Curr,2.51083E+14,30.187968,-97.898012,300,Developed,838,live oak,Quercus virginiana ,0,4,0,1466.221894,0,733.1109472,0,2.2454118,0,13.51299214
104,Austin2017Curr,2.51083E+14,30.187968,-97.898012,300,Developed,973,cedar elm,Ulmus crassifolia ,0,4,0,1669.01777,0,834.5088849,0,2.47409802,0,14.8892364
105,Austin2017Curr,2.51083E+14,30.206014,-97.755711,1,Forest,303,sweet acacia,Acacia farnesiana ,0,1,0,43.39650175,0,21.69825088,0,0.17103744,0,1.029311231
107,Austin2017Curr,2.51083E+14,30.2865,-97.741843,300,Developed,404,pecan,Carya illinoinensis ,0,1,0,459.5076366,0,229.7538183,0,0.659934,0,3.971513357
108,Austin2017Curr,2.51083E+14,30.2865,-97.741843,300,Developed,828,Texas red oak,Quercus texana ,0,1,0,13147.64652,0,6573.823259,0,12.3055875,0,74.05559515
109,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,461,sugarberry,Celtis laevigata ,1,0,21.84932982,0,10.92466491,0,0.049086,0,3.679745854,0
110,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,522,Texas persimmon,Diospyros texana ,2,0,5.261945936,0,2.630972968,0,0.0177255,0,1.328797114,0
111,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,549,Texas ash,Fraxinus texensis ,5,1,62.48139425,674.1952984,31.24069713,337.0976492,0.13084146,0.785376,9.808567005,4.72642912
112,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,61,Ashe juniper,Juniperus ashei ,3,19,71.57064738,1412.345508,35.78532369,706.1727541,0.19465326,4.7826126,14.59223662,28.78198399
113,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,8513,Buckley oak,Quercus buckleyi ,0,3,0,1942.576823,0,971.2884113,0,2.24317566,0,13.49953495
114,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,6799,bastard oak,Quercus sinuata ,3,0,17.88367596,0,8.941837982,0,0.02934252,0,2.1996703,0
115,Austin2017Curr,2.51083E+14,30.430148,-97.848715,1,Forest,973,cedar elm,Ulmus crassifolia ,0,1,0,414.7261007,0,207.3630503,0,0.50264064,0,3.024914637
116,Austin2017Curr,2.51083E+14,30.389468,-97.8324,1,Forest,549,Texas ash,Fraxinus texensis ,0,2,0,238.9673228,0,119.4836614,0,0.567216,0,3.413532142
117,Austin2017Curr,2.51083E+14,30.389468,-97.8324,1,Forest,7469,yaupon,Ilex vomitoria ,3,0,8.223719052,0,4.111859526,0,0.02765178,0,2.072923498,0
118,Austin2017Curr,2.51083E+14,30.389468,-97.8324,1,Forest,61,Ashe juniper,Juniperus ashei ,6,44,123.7952235,5064.932051,61.89761177,2532.466026,0.32685822,17.58565944,24.50301878,105.8313125
119,Austin2017Curr,2.51083E+14,30.389468,-97.8324,1,Forest,8513,Buckley oak,Quercus buckleyi ,0,8,0,1802.16501,0,901.0825052,0,3.16179288,0,19.0278159
120,Austin2017Curr,2.51083E+14,30.389468,-97.8324,1,Forest,6799,bastard oak,Quercus sinuata ,0,1,0,98.57476329,0,49.28738165,0,0.2304315,0,1.386747433
122,Austin2017Curr,2.51083E+14,30.251319,-97.773615,300,Developed,461,sugarberry,Celtis laevigata ,0,2,0,822.550855,0,411.2754275,0,2.06646606,0,12.4360884
123,Austin2017Curr,2.51083E+14,30.251319,-97.773615,300,Developed,7578,glossy privet,Ligustrum lucidum ,0,3,0,554.5264625,0,277.2632313,0,2.04126858,0,12.2844488
125,Austin2017Curr,2.51083E+14,30.161042,-97.737891,300,Developed,7515,goldenrain tree,Koelreuteria paniculata ,0,1,0,71.92999174,0,35.96499587,0,0.20965176,0,1.261693996
126,Austin2017Curr,2.51083E+14,30.161042,-97.737891,300,Developed,993,chinaberry,Melia azedarach ,0,1,0,419.442029,0,209.7210145,0,1.11528846,0,6.711857574
127,Austin2017Curr,2.51083E+14,30.375909,-97.773458,1,Forest,602,black walnut,Juglans nigra ,0,6,0,1920.769895,0,960.3849474,0,3.13681356,0,18.87748919
128,Austin2017Curr,2.51083E+14,30.375909,-97.773458,1,Forest,61,Ashe juniper,Juniperus ashei ,2,0,21.49207484,0,10.74603742,0,0.05197662,0,3.896441999,0
129,Austin2017Curr,2.51083E+14,30.375909,-97.773458,1,Forest,973,cedar elm,Ulmus crassifolia ,2,0,3.785226368,0,1.892613184,0,0.01467126,0,1.09983515,0
130,Austin2017Curr,2.51083E+14,30.190634,-97.647094,300,Developed,313,boxelder,Acer negundo ,0,1,0,113.7577959,0,56.87889794,0,0.31502304,0,1.895823236
131,Austin2017Curr,2.51083E+14,30.190634,-97.647094,300,Developed,462,hackberry,Celtis occidentalis ,0,4,0,634.6594828,0,317.3297414,0,1.4903055,0,8.968727479
132,Austin2017Curr,2.51083E+14,30.157464,-97.779763,1,Forest,461,sugarberry,Celtis laevigata ,0,1,0,91.87651256,0,45.93825628,0,0.24483006,0,1.473398633
133,Austin2017Curr,2.51083E+14,30.157464,-97.779763,1,Forest,522,Texas persimmon,Diospyros texana ,2,0,7.262757523,0,3.631378762,0,0.02296134,0,1.721303339,0
134,Austin2017Curr,2.51083E+14,30.157464,-97.779763,1,Forest,61,Ashe juniper,Juniperus ashei ,0,11,0,4314.843405,0,2157.421703,0,9.43400196,0,56.77426045
135,Austin2017Curr,2.51083E+14,30.157464,-97.779763,1,Forest,838,live oak,Quercus virginiana ,0,9,0,7423.522875,0,3711.761438,0,9.9279162,0,59.74665921
136,Austin2017Curr,2.51083E+14,30.157464,-97.779763,1,Forest,973,cedar elm,Ulmus crassifolia ,1,3,2.557242643,816.6595735,1.278621321,408.3297868,0.00921726,1.32281316,0.690974499,7.960750824
137,Austin2017Curr,2.51083E+14,30.384437,-97.62035,100,Agriculture,756,honey mesquite ,Prosopis glandulosa ,0,1,0,69.92826071,0,34.96413035,0,0.33182136,0,1.996916303
138,Austin2017Curr,2.51083E+14,30.435483,-97.695433,300,Developed,826,chinkapin oak,Quercus muehlenbergii ,0,1,0,213.2914919,0,106.6457459,0,0.38483424,0,2.315950269
139,Austin2017Curr,2.51083E+14,30.243221,-97.816976,1,Forest,61,Ashe juniper,Juniperus ashei ,0,46,0,5822.902519,0,2911.45126,0,16.76685042,0,100.9036819
140,Austin2017Curr,2.51083E+14,30.243221,-97.816976,1,Forest,838,live oak,Quercus virginiana ,0,11,0,3840.726951,0,1920.363476,0,5.8458699,0,35.18071564
141,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,404,pecan,Carya illinoinensis ,0,4,0,1919.360813,0,959.6804063,0,2.8093554,0,16.90683083
142,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,461,sugarberry,Celtis laevigata ,0,1,0,1060.556555,0,530.2782776,0,1.98967374,0,11.97394866
143,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,471,eastern redbud,Cercis canadensis ,0,1,0,300.6977997,0,150.3488998,0,0.69642126,0,4.191095377
144,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,6998,loquat,Eriobotrya japonica ,4,0,42.62841161,0,21.3142058,0,0.10438956,0,7.82559285,0
145,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,549,Texas ash,Fraxinus texensis ,0,1,0,232.7748682,0,116.3874341,0,0.53454654,0,3.21692582
146,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,7575,Chinese privet,Ligustrum sinense ,0,1,0,220.7836941,0,110.391847,0,0.79852014,0,4.805531163
147,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,993,chinaberry,Melia azedarach ,1,0,75.15205923,0,37.57602961,0,0.12566016,0,9.420149387,0
148,Austin2017Curr,2.51083E+14,30.452682,-97.80141,300,Developed,994,Chinese tallowtree,Triadica sebifera ,0,1,0,856.6475619,0,428.323781,0,1.52106606,0,9.153845953
149,Austin2017Curr,2.51083E+14,30.30013,-97.635888,1,Forest,756,honey mesquite ,Prosopis glandulosa ,0,2,0,79.84062362,0,39.92031181,0,0.28382616,0,1.708078968
150,Austin2017Curr,2.51083E+14,30.316962,-97.74274,300,Developed,404,pecan,Carya illinoinensis ,0,1,0,1398.132465,0,699.0662327,0,1.52106606,0,9.153845953
151,Austin2017Curr,2.51083E+14,30.316962,-97.74274,300,Developed,7532,crapemyrtle,Lagerstroemia indica ,0,2,0,1279.047395,0,639.5236974,0,3.56571612,0,21.45864465
152,Austin2017Curr,2.51083E+14,30.316962,-97.74274,300,Developed,731,American sycamore,Platanus occidentalis ,0,3,0,1928.736884,0,964.368442,0,3.18475422,0,19.1659983
153,Austin2017Curr,2.51083E+14,30.316962,-97.74274,300,Developed,834,Shumard oak,Quercus shumardii ,0,1,0,1353.44134,0,676.7206698,0,1.13094144,0,6.806057932
155,Austin2017Curr,2.51083E+14,30.273388,-97.728079,300,Developed,8512,Mexican white oak,Quercus polymorpha ,1,1,95.5194761,61.10173954,47.75973805,30.55086977,0.11540664,0.13635,8.651491364,0.820560611
156,Austin2017Curr,2.51083E+14,30.200857,-97.797325,300,Developed,461,sugarberry,Celtis laevigata ,0,2,0,1811.057188,0,905.5285938,0,2.77586784,0,16.70530114
157,Austin2017Curr,2.51083E+14,30.200857,-97.797325,300,Developed,993,chinaberry,Melia azedarach ,0,3,0,2998.980914,0,1499.490457,0,4.0111443,0,24.13925206
158,Austin2017Curr,2.51083E+14,30.409053,-97.783504,1,Forest,522,Texas persimmon,Diospyros texana ,1,0,4.684932239,0,2.34246612,0,0.01396224,0,1.046683265,0
159,Austin2017Curr,2.51083E+14,30.409053,-97.783504,1,Forest,61,Ashe juniper,Juniperus ashei ,3,39,74.91678372,7064.191332,37.45839186,3532.095666,0.20087082,22.63922676,15.05833776,136.2439145
160,Austin2017Curr,2.51083E+14,30.409053,-97.783504,1,Forest,6799,bastard oak,Quercus sinuata ,0,1,0,221.7818616,0,110.8909308,0,0.47171646,0,2.83881149
161,Austin2017Curr,2.51083E+14,30.409053,-97.783504,1,Forest,838,live oak,Quercus virginiana ,0,1,0,270.6430272,0,135.3215136,0,0.3940515,0,2.371420166
162,Austin2017Curr,2.51083E+14,30.409053,-97.783504,1,Forest,8479,prairie sumac,Rhus lanceolata ,1,0,9.325698654,0,4.662849327,0,0.02405214,0,1.803075469,0
163,Austin2017Curr,2.51083E+14,30.392785,-97.675512,1,Forest,61,Ashe juniper,Juniperus ashei ,2,12,19.69517852,6087.829779,9.847589259,3043.914889,0.046359,12.70149336,3.475315529,76.43817494
164,Austin2017Curr,2.51083E+14,30.392785,-97.675512,1,Forest,838,live oak,Quercus virginiana ,0,5,0,1809.37992,0,904.68996,0,2.20952448,0,13.29702059
165,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,373,river birch,Betula nigra ,1,0,6.60238662,0,3.30119331,0,0.01396224,0,1.046683265,0
166,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,522,Texas persimmon,Diospyros texana ,1,0,3.302910069,0,1.651455034,0,0.01068984,0,0.801366875,0
167,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,61,Ashe juniper,Juniperus ashei ,0,1,0,473.9433627,0,236.9716814,0,1.13094144,0,6.806057932
168,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,68,eastern redcedar,Juniperus virginiana ,0,2,0,115.3093251,0,57.65466255,0,0.49009644,0,2.94942306
169,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,756,honey mesquite ,Prosopis glandulosa ,0,2,0,454.4445606,0,227.2222803,0,1.03495104,0,6.228383262
170,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,919,western soapberry,Sapindus saponaria drummondii,1,0,4.684932239,0,2.34246612,0,0.01396224,0,1.046683265,0
171,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,381,"chittamwood, gum bumelia",Sideroxylon lanuginosum ,0,2,0,191.4949564,0,95.74747818,0,0.44444646,0,2.674699368
172,Austin2017Curr,2.51083E+14,30.292704,-97.587254,1,Forest,973,cedar elm,Ulmus crassifolia ,0,1,0,182.7179523,0,91.35897613,0,0.33182136,0,1.996916303
173,Austin2017Curr,2.51083E+14,30.2272,-97.71037,1,Forest,756,honey mesquite ,Prosopis glandulosa ,0,2,0,117.6230555,0,58.81152777,0,0.5085855,0,4.192727506
174,Austin2017Curr,2.51083E+14,30.2272,-97.71037,1,Forest,381,"chittamwood, gum bumelia",Sideroxylon lanuginosum ,0,1,0,54.3349301,0,27.16746505,0,0.1649835,0,1.360107314
176,Austin2017Curr,2.51083E+14,30.379636,-97.873246,1,Forest,61,Ashe juniper,Juniperus ashei ,3,29,102.4364613,2497.246109,51.21823066,1248.623055,0.27908118,10.74721608,20.92139949,64.67724381
177,Austin2017Curr,2.51083E+14,30.379636,-97.873246,1,Forest,838,live oak,Quercus virginiana ,0,9,0,1227.335018,0,613.6675088,0,1.89979182,0,11.43303511
